source,question_id,subject,question,question_type,answer_options,num_options,question_length
Pew_American_Trends_Panel_W54.csv,1620,General Opinion,How much do you agree or disagree with the following statement? Most people who want to get ahead can make it if they are willing to work hard.,Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,143
Pew_American_Trends_Panel_W54.csv,1621,General Opinion,How much do you agree or disagree with the following statement? Hard work and determination are no guarantee of success for most people.,Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,136
Pew_American_Trends_Panel_W54.csv,1622,General Opinion,How much do you agree or disagree with the following statement? Poor people today have it easy because they can get government benefits without doing anything in return.,Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,169
Pew_American_Trends_Panel_W54.csv,1623,General Opinion,How much do you agree or disagree with the following statement? Poor people have hard lives because government benefits don't go far enough to help them live decently.,Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,167
Pew_American_Trends_Panel_W82.csv,1625,Economy & Work,"Thinking about our economic situation, would you describe the current economic situation in the US as good or bad?",GoodOrBad,"['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad']",4,114
Pew_American_Trends_Panel_W82.csv,1626,Economy & Work,"When children today in the US grow up, do you think they will be better or worse off financially than their parents",BetterOrWorse,"['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse']",5,115
Pew_American_Trends_Panel_W82.csv,1627,Economy & Work,How much do you agree or disagree with the following statement? I'm satisfied with the way democracy is working in the U.S.,Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,123
Pew_American_Trends_Panel_W82.csv,1628,Economy & Work,How much do you agree or disagree with the following statement? I'm not satisfied with the way democracy is working in the U.S.,Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,127
Pew_American_Trends_Panel_W82.csv,1629,Politics & Government,How much do you agree or disagree with the following statement? The government of China respects the personal freedoms of its people.,Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,133
Pew_American_Trends_Panel_W82.csv,1630,Politics & Government,How much do you agree or disagree with the following statement? The government of China doesn't respect the personal freedoms of its people.,Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,140
Pew_American_Trends_Panel_W82.csv,1631,Politics & Government,How much do you agree or disagree with the following statement? The government of the U.S. respects the personal freedoms of its people.,Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,136
Pew_American_Trends_Panel_W82.csv,1632,Politics & Government,How much do you agree or disagree with the following statement? The government of the U.S. doesn't respect the personal freedoms of its people.,Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,143
Pew_American_Trends_Panel_W82.csv,1633,Politics & Government,How much do you agree or disagree with the following statement? Democracy in the U.S. is a good example for other countries to follow.,Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,134
Pew_American_Trends_Panel_W82.csv,1634,Politics & Government,"How much do you agree or disagree with the following statement? Democracy in the U.S. used to be a good example, but has not been in recent years.",Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,146
Pew_American_Trends_Panel_W82.csv,1635,Politics & Government,How much do you agree or disagree with the following statement? Democracy in the U.S. has never been a good example for other countries to follow.,Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,146
Pew_American_Trends_Panel_W82.csv,1636,Politics & Government,Would you say the European Union has done a good or bad job dealing with the coronavirus outbreak?,GoodOrBad,"['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad']",4,98
Pew_American_Trends_Panel_W82.csv,1637,Politics & Government,Would you say Germany has done a good or bad job dealing with the coronavirus outbreak?,GoodOrBad,"['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad']",4,87
Pew_American_Trends_Panel_W82.csv,1639,General Opinion,"How much do you agree or disagree with the following statement? Thinking about the U.S. as a whole, the country is now more united than before the coronavirus outbreak.",Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,168
Pew_American_Trends_Panel_W82.csv,1640,General Opinion,"How much do you agree or disagree with the following statement? Thinking about the U.S. as a whole, the country is now more divided than before the coronavirus outbreak.",Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,169
Pew_American_Trends_Panel_W82.csv,1641,Economy & Work,How much do you agree or disagree with the following statement? America's economy is recovering from the effects of the coronavirus outbreak in ways that show the strengths of its economic system.,Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,196
Pew_American_Trends_Panel_W82.csv,1642,Economy & Work,How much do you agree or disagree with the following statement? America's economy is failing to recover from the effects of the coronavirus outbreak in ways that show the weaknesses of its economic system.,Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,205
Pew_American_Trends_Panel_W82.csv,1643,General Opinion,"How much confidence, if any, do you have in the healthcare system in the US to handle a future global health emergency that might occur?",Quantity,"['A lot', 'A fair amount', 'Not too much', 'None at all']",4,136
Pew_American_Trends_Panel_W82.csv,1644,Economy & Work,"Thinking about the US, how much would you say the economic system needs to be changed, if at all?",Quantity,"['A lot', 'A fair amount', 'Not too much', 'None at all']",4,97
Pew_American_Trends_Panel_W82.csv,1645,Politics & Government,"Thinking about the US, how much would you say the political system needs to be changed, if at all?",Quantity,"['A lot', 'A fair amount', 'Not too much', 'None at all']",4,98
Pew_American_Trends_Panel_W82.csv,1646,Politics & Government,How likely do you think it is that America's political system can be changed effectively?,Likelihood,"['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely']",4,89
Pew_American_Trends_Panel_W82.csv,1647,Politics & Government,"How much do you agree or disagree with the following statement? The U.S. should try to promote human rights in China, even if it harms economic relations with China.",Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,165
Pew_American_Trends_Panel_W82.csv,1648,Politics & Government,"How much do you agree or disagree with the following statement? The U.S. should prioritize strengthening economic relations with China, even if it means not addressing human rights issues.",Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,188
Pew_American_Trends_Panel_W82.csv,1649,General Opinion,"Overall, do you think having people of many different backgrounds, such as different ethnic groups, religions and races, makes the US a better or worse place to live?",BetterOrWorse,"['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse']",5,166
Pew_American_Trends_Panel_W82.csv,1650,General Opinion,"In the US, how much conflict, if any, do you think there is between people who live in cities and people who live in rural areas?",Quantity,"['A lot', 'A fair amount', 'Not too much', 'None at all']",4,129
Pew_American_Trends_Panel_W82.csv,1651,General Opinion,"In the US, how much conflict, if any, do you think there is between people who are religious and people who are not religious?",Quantity,"['A lot', 'A fair amount', 'Not too much', 'None at all']",4,126
Pew_American_Trends_Panel_W82.csv,1652,General Opinion,"In the US, how much conflict, if any, do you think there is between people with different ethnic or racial backgrounds?",Quantity,"['A lot', 'A fair amount', 'Not too much', 'None at all']",4,119
Pew_American_Trends_Panel_W82.csv,1653,Politics & Government,"How much do you agree or disagree with the following statement? When it comes to important issues facing the US, people may disagree over policies, but most people agree on the basic facts.",Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,189
Pew_American_Trends_Panel_W82.csv,1654,Politics & Government,"How much do you agree or disagree with the following statement? When it comes to important issues facing the US, people may disagree over policies, but most people disagree on the basic facts.",Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,192
